MEALZ_0001	857.548624954052	960.184619320123
MEALZ_0002	654.855313601276	783.809781090857
MEALZ_0003	593.905576621071	594.030455156167
MEALZ_0004	3009.21608392967	2977.20726931001
MEALZ_0005	202.693311352776	196.128820110943
MEALZ_0006	318.923042338284	349.222179693946
MEALZ_0007	274.982534282787	215.177302639704
MEALZ_0008	318.923042338284	293.487730813498
MEALZ_0009	834.869653054441	616.606434449513
MEALZ_0010	62.367172723931	58.5564462921162
MEALZ_0011	914.24605470308	1068.12602031643
MEALZ_0012	909.993747471903	942.547135497196
MEALZ_RS22475	86.463580367268	113.585395819647
MEALZ_0014	698.795821656773	637.065915684108
MEALZ_0015	70.8717871862853	66.3169391742039
MEALZ_0016	80.7938373923652	80.4269262325452
MEALZ_0017	246.633819408273	266.67875540265
MEALZ_0018	501.7722532789	465.629572925261
MEALZ_0019	469.171231173208	442.348094278998
MEALZ_0021	469.171231173208	471.273567748598
MEALZ_0022	415.308672911632	442.348094278998
MEALZ_0023	1109.85218733723	1113.98347825604
MEALZ_0024	521.61635369106	553.816992039894
MEALZ_0025	2626.50843312373	2386.70431091842
MEALZ_0026	2330.26436268506	2413.51328632927
MEALZ_0027	2085.04797902051	2469.24773520972
MEALZ_0028	205.528182840227	198.245318169695
MEALZ_0029	385.542522293392	347.811180988112
MEALZ_0030	255.138433870627	284.316239225576
MEALZ_0031	93.5507590858966	89.598417820467
MEALZ_0032	528.703532409688	567.221479745319
MEALZ_0033	225.372283252387	210.944306522202
MEALZ_RS21255	1009.2142495327	1493.54213012542
MEALZ_RS00180	148.830753091199	159.442853759256
MEALZ_0036	343.019449981621	356.982672576034
MEALZ_0037	544.295325590671	481.150558689437
MEALZ_0039	60.9497369802053	56.439948233365
MEALZ_0040	68.0369156988339	80.4269262325452
MEALZ_RS00205	124.734345447862	107.941400996311
MEALZ_0041	212.615361558856	271.617250873069
MEALZ_RS00215	77.9589659049138	72.6664333504575
MEALZ_RS00220	86.463580367268	107.235901643394
MEALZ_0044	722.89222930011	787.337277855442
MEALZ_0045	622.254291495585	623.661427978684
MEALZ_RS23670	59.5323012364796	62.7894424096186
MEALZ_0046	160.170239041005	179.196835640934
MEALZ_0047	406.804058449277	413.422620809399
MEALZ_0048	450.744566504774	459.280078749008
MEALZ_0049	368.533293368683	357.688171928951
MEALZ_0050	1652.73007718417	1601.48353112173
MEALZ_0051	99.2205020607994	140.394371230495
MEALZ_0052	627.924034470488	674.457381388712
MEALZ_0053	415.308672911632	481.856058042354
MEALZ_0054	282.069713001415	332.995694576854
MEALZ_0055	748.406072687172	789.453775914193
MEALZ_0056	440.822516298694	484.678055454022
MEALZ_0057	260.80817684553	299.131725636835
MEALZ_0058	270.73022705161	304.775720460171
MEALZ_0059	595.323012364796	565.810481039484
MEALZ_0060	549.965068565574	651.881402095366
MEALZ_0061	367.115857624958	291.371232754747
MEALZ_0062	717.222486325207	739.363321857082
MEALZ_0063	829.199910079538	796.508769443364
MEALZ_0064	724.309665043835	815.557251972125
MEALZ_0065	768.250173099332	939.019638732611
MEALZ_0066	673.28197826971	694.21136327039
MEALZ_0067	1686.74853503359	1664.97847288427
MEALZ_0069	603.827626827151	560.871985569065
MEALZ_0070	518.781482203608	558.755487510314
MEALZ_0071	782.424530536589	800.741765560866
MEALZ_0072	2313.25513376035	2258.30342868752
MEALZ_0073	1579.02341851044	1383.48423107036
MEALZ_0074	1183.55884601096	1212.75338766443
MEALZ_0075	2107.72695092012	2215.97346751249
MEALZ_0076	1197.73320344822	1185.94441225358
MEALZ_0077	554.217375796751	485.383554806939
MEALZ_0078	506.024560510077	450.814086514003
MEALZ_0079	428.065594605163	480.44505933652
MEALZ_0080	382.70765080594	409.895124044814
MEALZ_0081	602.410191083425	594.030455156167
MEALZ_0082	294.826634694947	271.617250873069
MEALZ_0083	433.735337580066	441.642594926081
MEALZ_0084	678.951721244613	697.033360682058
MEALZ_0085	442.23995204242	478.328561277769
MEALZ_0086	347.271757212798	328.762698459351
MEALZ_0087	381.290215062215	471.979067101515
MEALZ_0088	969.526048708383	903.03917173384
MEALZ_0090	1639.97315549064	1629.70350523842
MEALZ_0091	2119.06643686993	2034.66013381281
MEALZ_0092	4847.63024354191	4763.53163089601
MEALZ_tRNA1	272.147662795335	289.254734695996
MEALZ_0093	4386.96362683106	3920.45990416012
MEALZ_0094	3553.51140952034	3188.85707518512
MEALZ_0095	1094.26039415624	1069.53701902227
MEALZ_0096	291.991763207495	275.850246990572
MEALZ_0097	531.53840389714	534.768509511134
MEALZ_0098	871.722982391309	905.861169145509
MEALZ_0099	644.933263395196	658.23089627162
MEALZ_0100	694.543514425596	673.046382682878
MEALZ_0101	3832.74625103431	3585.34771152451
MEALZ_0102	1332.38959910216	1286.83081972072
MEALZ_0103	286.322020232592	281.494241813908
MEALZ_0104	3026.22531285438	3366.64291212022
MEALZ_0105	7308.29869464974	8135.81853783957
MEALZ_0106	9406.10359536378	9919.3209020139
MEALZ_0107	490.432767329094	469.157069689847
MEALZ_0108	1175.05423154861	1198.64340060609
MEALZ_0109	790.929144998944	787.337277855442
MEALZ_0110	2150.2500232319	2279.46840927503
MEALZ_tRNA2	194.188696890422	152.387860230086
MEALZ_tRNA3	228.207154739839	210.944306522202
